environment,environment_id,method,method_key,comparison_role,seed,eval_episodes,total_reward,safety_rate,success_rate,violation_count,mean_episode_cost,source_metrics_json
Bridge Crossing v1,bridge_crossing,PPO,ppo_policy,reference_baseline,0,100,0.0,0.13,0.0,87,0.87,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed0/ppo_policy/metrics.json
Bridge Crossing v1,bridge_crossing,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,0,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed0/ppo_lagrangian/metrics.json
Bridge Crossing v1,bridge_crossing,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,0,100,0.0,0.99,0.0,1,0.01,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed0/ppo_lagrangian/metrics.json
Bridge Crossing v1,bridge_crossing,CPO,cpo,safe_rl_baseline,0,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed0/cpo/metrics.json
Bridge Crossing v1,bridge_crossing,PPO,ppo_policy,reference_baseline,1,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed1/ppo_policy/metrics.json
Bridge Crossing v1,bridge_crossing,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,1,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed1/ppo_lagrangian/metrics.json
Bridge Crossing v1,bridge_crossing,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,1,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed1/ppo_lagrangian/metrics.json
Bridge Crossing v1,bridge_crossing,CPO,cpo,safe_rl_baseline,1,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed1/cpo/metrics.json
Bridge Crossing v1,bridge_crossing,PPO,ppo_policy,reference_baseline,2,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed2/ppo_policy/metrics.json
Bridge Crossing v1,bridge_crossing,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,2,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed2/ppo_lagrangian/metrics.json
Bridge Crossing v1,bridge_crossing,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,2,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed2/ppo_lagrangian/metrics.json
Bridge Crossing v1,bridge_crossing,CPO,cpo,safe_rl_baseline,2,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed2/cpo/metrics.json
Bridge Crossing v1,bridge_crossing,PPO,ppo_policy,reference_baseline,3,100,1.0,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed3/ppo_policy/metrics.json
Bridge Crossing v1,bridge_crossing,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,3,100,1.0,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed3/ppo_lagrangian/metrics.json
Bridge Crossing v1,bridge_crossing,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,3,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed3/ppo_lagrangian/metrics.json
Bridge Crossing v1,bridge_crossing,CPO,cpo,safe_rl_baseline,3,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed3/cpo/metrics.json
Bridge Crossing v1,bridge_crossing,PPO,ppo_policy,reference_baseline,4,100,0.96,0.96,0.96,4,0.04,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed4/ppo_policy/metrics.json
Bridge Crossing v1,bridge_crossing,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,4,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed4/ppo_lagrangian/metrics.json
Bridge Crossing v1,bridge_crossing,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,4,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed4/ppo_lagrangian/metrics.json
Bridge Crossing v1,bridge_crossing,CPO,cpo,safe_rl_baseline,4,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed4/cpo/metrics.json
Bridge Crossing v1,bridge_crossing,PPO,ppo_policy,reference_baseline,5,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed5/ppo_policy/metrics.json
Bridge Crossing v1,bridge_crossing,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,5,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed5/ppo_lagrangian/metrics.json
Bridge Crossing v1,bridge_crossing,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,5,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed5/ppo_lagrangian/metrics.json
Bridge Crossing v1,bridge_crossing,CPO,cpo,safe_rl_baseline,5,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed5/cpo/metrics.json
Bridge Crossing v1,bridge_crossing,PPO,ppo_policy,reference_baseline,6,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed6/ppo_policy/metrics.json
Bridge Crossing v1,bridge_crossing,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,6,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed6/ppo_lagrangian/metrics.json
Bridge Crossing v1,bridge_crossing,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,6,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed6/ppo_lagrangian/metrics.json
Bridge Crossing v1,bridge_crossing,CPO,cpo,safe_rl_baseline,6,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed6/cpo/metrics.json
Bridge Crossing v1,bridge_crossing,PPO,ppo_policy,reference_baseline,7,100,0.0,0.98,0.0,2,0.02,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed7/ppo_policy/metrics.json
Bridge Crossing v1,bridge_crossing,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,7,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed7/ppo_lagrangian/metrics.json
Bridge Crossing v1,bridge_crossing,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,7,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed7/ppo_lagrangian/metrics.json
Bridge Crossing v1,bridge_crossing,CPO,cpo,safe_rl_baseline,7,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed7/cpo/metrics.json
Bridge Crossing v1,bridge_crossing,PPO,ppo_policy,reference_baseline,8,100,1.0,1.0,1.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed8/ppo_policy/metrics.json
Bridge Crossing v1,bridge_crossing,PPO-Lagrangian,ppo_lagrangian,safe_rl_baseline,8,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed8/ppo_lagrangian/metrics.json
Bridge Crossing v1,bridge_crossing,PPO-PID-Lagrangian,ppo_pid_lagrangian,safe_rl_baseline,8,100,0.0,1.0,0.0,0,0.0,/vol/bitbucket/ma5923/_projects/CertifiedContinualLearning/outputs/_sweeps_2hidden_bridge_crossing_baselines_only/bridge_crossing/seed8/ppo_lagrangian/metrics.json
